Locality,Property_Type,Furnishing_Status,Area_SqFt,BHK_Size,Bathroom_Count,Balcony_Count,Property_Age,Region,Price_Lakhs
Borivali East,Apartment,Semi-Furnished,936,3,3,3,4,Mumbai,140.69
Malabar Hill,Apartment,Semi-Furnished,592,2,2,2,6,MMR,568.07
Belapur,Apartment,Unfurnished,741,2,2,1,5,MMR,108.64
Malad East,Apartment,Fully Furnished,699,2,2,1,10,Mumbai,115.21
Kandivali East,Apartment,Fully Furnished,353,1,1,3,31,Mumbai,42.05
Bhayandar,Apartment,Semi-Furnished,1345,4,4,1,30,Mira-Bhayandar,96.75
Bhayandar,Apartment,Unfurnished,410,1,1,3,9,Mira-Bhayandar,27.39
Kandivali East,Apartment,Semi-Furnished,660,2,2,2,18,Mumbai,120.09
Virar,Apartment,Semi-Furnished,927,3,3,3,13,Vasai-Virar,48.59
Bhayandar,Apartment,Fully Furnished,363,1,1,1,17,Mira-Bhayandar,33.53
Kanjurmarg,Apartment,Fully Furnished,702,2,2,3,2,MMR,84.83
Santacruz West,Apartment,Semi-Furnished,582,2,2,1,17,Mumbai,336.1
Wadala,Apartment,Fully Furnished,470,1,1,3,9,Mumbai,130.06
Lokhandwala,Apartment,Fully Furnished,676,2,2,0,9,MMR,193.45
Tardeo,Apartment,Fully Furnished,939,3,3,0,8,MMR,443.68
Ambernath,Apartment,Fully Furnished,437,1,1,0,3,Thane,22.91
Mahalaxmi,Apartment,Semi-Furnished,327,1,1,1,3,MMR,214.68
Kanjurmarg,Apartment,Semi-Furnished,1694,4,4,0,9,MMR,337.53
Vile Parle East,Apartment,Semi-Furnished,2761,5,5,1,7,Mumbai,617.0
Ulwe,Apartment,Semi-Furnished,638,2,2,1,6,Navi Mumbai,49.04
Malad West,Apartment,Unfurnished,737,2,2,0,17,Mumbai,139.74
Mulund East,Apartment,Semi-Furnished,2120,5,5,1,35,Mumbai,294.3
Andheri East,Apartment,Fully Furnished,437,1,1,1,17,Mumbai,114.69
Sanpada,Apartment,Semi-Furnished,630,2,2,0,30,Navi Mumbai,60.95
Bandra West,Apartment,Fully Furnished,2912,5,5,1,12,Mumbai,2142.28
Kurla West,Apartment,Fully Furnished,1470,4,4,1,3,MMR,474.09
Nariman Point,Apartment,Unfurnished,803,2,2,0,21,MMR,589.64
Andheri West,Apartment,Semi-Furnished,1523,4,4,3,40,Mumbai,484.48
Pedder Road,Apartment,Unfurnished,1536,4,4,1,7,MMR,786.74
Vile Parle East,Apartment,Unfurnished,716,2,2,2,30,Mumbai,180.77
Kalwa,Apartment,Fully Furnished,576,2,2,2,9,Thane,41.62
Kurla East,Apartment,Semi-Furnished,381,1,1,1,14,MMR,62.08
Colaba,Apartment,Unfurnished,459,1,1,1,3,MMR,205.49
Tardeo,Apartment,Unfurnished,1814,5,5,3,22,MMR,743.42
Lokhandwala,Apartment,Fully Furnished,770,2,2,0,15,MMR,205.35
Prabhadevi,Apartment,Unfurnished,894,3,3,1,9,Mumbai,550.51
Thane East,Apartment,Unfurnished,782,2,2,1,13,Thane,78.43
Kalwa,Apartment,Unfurnished,471,1,1,1,11,Thane,25.45
Malabar Hill,Apartment,Unfurnished,1315,4,4,2,23,MMR,1039.52
Breach Candy,Apartment,Unfurnished,697,2,2,2,10,MMR,481.32
Nariman Point,Apartment,Fully Furnished,878,3,3,1,25,MMR,495.79
Bkc (Bandra-Kurla),Apartment,Unfurnished,886,3,3,0,10,MMR,586.19
Chembur,Apartment,Semi-Furnished,388,1,1,2,6,Mumbai,98.23
Thane West,Apartment,Unfurnished,1635,4,4,1,33,Thane,157.97
Santacruz West,Apartment,Fully Furnished,525,3,3,2,21,Mumbai,277.71
Thane East,Apartment,Unfurnished,796,2,2,1,9,Thane,44.25
Malad East,Apartment,Semi-Furnished,403,1,1,1,9,Mumbai,61.47
Naigaon,Apartment,Unfurnished,757,2,2,2,13,Vasai-Virar,24.31
Ghatkopar West,Apartment,Unfurnished,712,2,2,2,28,Mumbai,133.52
Prabhadevi,Apartment,Semi-Furnished,1286,4,4,3,15,Mumbai,617.4
Kandivali East,Apartment,Semi-Furnished,659,2,2,0,18,Mumbai,79.56
Nariman Point,Apartment,Semi-Furnished,454,2,2,1,12,MMR,342.03
Wadala,Apartment,Unfurnished,558,2,2,1,6,Mumbai,156.17
Kalwa,Apartment,Unfurnished,612,2,2,3,21,Thane,45.38
Cuffe Parade,Apartment,Unfurnished,1080,3,3,2,7,MMR,939.73
Khar West,Apartment,Unfurnished,993,3,3,2,30,MMR,430.2
Taloja,Apartment,Semi-Furnished,435,1,1,0,2,Navi Mumbai,20.81
Kharghar,Apartment,Semi-Furnished,1069,3,3,2,6,Navi Mumbai,94.44
Ghatkopar West,Apartment,Unfurnished,1044,3,3,1,17,Mumbai,229.94
Virar,Apartment,Semi-Furnished,689,2,2,3,16,Vasai-Virar,26.86
Sanpada,Apartment,Unfurnished,492,1,1,1,2,Navi Mumbai,66.82
Powai,Apartment,Unfurnished,1820,5,5,2,8,Mumbai,497.78
Powai,Apartment,Unfurnished,708,3,3,1,3,Mumbai,215.02
Borivali West,Apartment,Semi-Furnished,606,2,2,1,6,Mumbai,85.67
Parel,Apartment,Unfurnished,789,2,2,1,12,Mumbai,309.62
Mazgaon,Apartment,Unfurnished,517,2,2,1,2,MMR,173.96
Borivali East,Apartment,Semi-Furnished,1482,4,4,2,2,Mumbai,200.88
Vasai,Apartment,Semi-Furnished,1515,4,4,2,2,Vasai-Virar,64.81
Bandra East,Apartment,Unfurnished,411,1,1,1,4,Mumbai,141.93
Vasai,Apartment,Fully Furnished,947,3,3,1,9,Vasai-Virar,43.95
Kharghar,Apartment,Unfurnished,599,2,2,2,8,Navi Mumbai,57.11
Kurla East,Apartment,Semi-Furnished,729,3,3,1,4,MMR,153.11
Sanpada,Apartment,Unfurnished,305,1,1,1,15,Navi Mumbai,39.31
Matunga,Apartment,Fully Furnished,1068,3,3,2,8,MMR,324.92
Colaba,Apartment,Fully Furnished,403,1,1,1,6,MMR,222.43
Colaba,Apartment,Unfurnished,735,2,2,1,5,MMR,382.86
Khar West,Apartment,Unfurnished,729,2,2,2,25,MMR,414.73
Mumbra,Apartment,Unfurnished,600,2,2,0,5,Thane,25.71
Chembur,Apartment,Unfurnished,646,2,2,2,13,Mumbai,118.6
Ghatkopar East,Apartment,Semi-Furnished,573,1,1,2,14,Mumbai,81.8
Santacruz East,Apartment,Unfurnished,625,2,2,2,4,Mumbai,154.86
Kalwa,Apartment,Unfurnished,2068,5,5,1,8,Thane,187.34
Lokhandwala,Apartment,Unfurnished,403,1,1,1,19,MMR,117.78
Wadala,Apartment,Semi-Furnished,1055,3,3,2,12,Mumbai,240.02
Kopar Khairane,Apartment,Unfurnished,687,2,2,1,8,MMR,75.31
Andheri West,Apartment,Unfurnished,3048,5,5,1,12,Mumbai,1002.76
Ghansoli,Apartment,Unfurnished,644,2,2,2,6,Navi Mumbai,66.03
Prabhadevi,Apartment,Semi-Furnished,1748,4,4,1,33,Mumbai,765.0
Breach Candy,Apartment,Fully Furnished,645,2,2,1,40,MMR,348.14
Sion,Apartment,Semi-Furnished,579,2,2,1,40,Mumbai,143.37
Lokhandwala,Apartment,Unfurnished,829,3,3,2,9,MMR,233.72
Nala Sopara,Apartment,Semi-Furnished,849,3,3,1,40,Vasai-Virar,26.89
Dadar West,Apartment,Semi-Furnished,648,2,2,0,3,MMR,268.28
Sewri,Apartment,Unfurnished,459,1,1,1,38,MMR,115.06
Ghansoli,Apartment,Fully Furnished,599,2,2,0,9,Navi Mumbai,62.91
Juhu,Apartment,Unfurnished,1565,4,4,2,7,Mumbai,730.3
Andheri East,Apartment,Semi-Furnished,380,1,1,1,2,Mumbai,91.81
Lokhandwala,Apartment,Unfurnished,1007,3,3,1,12,MMR,248.88
Dahisar,Apartment,Semi-Furnished,668,2,2,1,4,Mumbai,80.15
Juhu,Apartment,Fully Furnished,1567,4,4,1,11,Mumbai,1020.39
Parel,Apartment,Semi-Furnished,1129,3,3,1,5,Mumbai,417.16
Mazgaon,Apartment,Unfurnished,462,1,1,0,16,MMR,131.6
Nariman Point,Apartment,Semi-Furnished,350,1,1,1,17,MMR,331.35
Byculla,Apartment,Unfurnished,696,2,2,0,3,Mumbai,189.98
Santacruz West,Apartment,Unfurnished,1009,3,3,1,3,Mumbai,451.74
Vasai,Apartment,Unfurnished,975,3,3,2,15,Vasai-Virar,41.37
Juhu,Apartment,Fully Furnished,891,3,3,1,19,Mumbai,374.99
Juhu,Apartment,Unfurnished,567,2,2,0,21,Mumbai,345.82
Kalwa,Apartment,Unfurnished,592,2,2,2,40,Thane,46.54
Versova,Apartment,Unfurnished,2542,5,5,0,29,MMR,754.42
Kharghar,Apartment,Fully Furnished,1654,4,4,1,7,Navi Mumbai,159.08
Thane East,Apartment,Fully Furnished,719,2,2,1,6,Thane,81.8
Ghansoli,Apartment,Unfurnished,883,2,2,2,10,Navi Mumbai,76.56
Bhandup,Apartment,Unfurnished,676,2,2,2,8,Mumbai,107.24
Borivali East,Apartment,Semi-Furnished,829,2,2,3,16,Mumbai,81.44
Juhu,Apartment,Unfurnished,980,3,3,2,11,Mumbai,436.17
Malad West,Apartment,Unfurnished,473,1,1,1,10,Mumbai,88.24
Byculla,Apartment,Semi-Furnished,1143,3,3,2,10,Mumbai,312.47
Mazgaon,Apartment,Semi-Furnished,654,2,2,1,9,MMR,202.59
Kandivali East,Apartment,Unfurnished,630,2,2,1,20,Mumbai,83.18
Sewri,Apartment,Semi-Furnished,371,1,1,1,6,MMR,105.68
Borivali East,Apartment,Unfurnished,711,2,2,3,2,Mumbai,110.88
Ulwe,Apartment,Unfurnished,2356,5,5,2,17,Navi Mumbai,132.71
Bandra East,Apartment,Unfurnished,760,3,3,1,28,Mumbai,246.57
Oshiwara,Apartment,Fully Furnished,1034,3,3,3,22,MMR,286.19
Sewri,Apartment,Semi-Furnished,735,2,2,0,6,MMR,225.14
Borivali East,Apartment,Fully Furnished,502,2,2,3,26,Mumbai,94.51
Juhu,Apartment,Fully Furnished,977,3,3,1,11,Mumbai,586.31
Bandra East,Apartment,Fully Furnished,3883,5,5,1,18,Mumbai,1664.19
Vashi,Apartment,Unfurnished,721,2,2,1,3,Navi Mumbai,116.74
Ghatkopar West,Apartment,Unfurnished,2731,5,5,1,2,Mumbai,695.36
Colaba,Apartment,Unfurnished,445,1,1,2,7,MMR,203.64
Mulund West,Apartment,Unfurnished,397,1,1,1,2,Mumbai,79.83
Mulund East,Apartment,Semi-Furnished,938,3,3,1,11,Mumbai,127.67
Pedder Road,Apartment,Unfurnished,927,3,3,1,14,MMR,667.06
Versova,Apartment,Unfurnished,531,1,1,1,7,MMR,160.76
Ulwe,Apartment,Fully Furnished,709,2,2,1,6,Navi Mumbai,39.33
Thane East,Apartment,Fully Furnished,996,3,3,1,33,Thane,83.22
Breach Candy,Apartment,Fully Furnished,1715,4,4,2,8,MMR,1183.96
Breach Candy,Apartment,Semi-Furnished,1465,4,4,1,10,MMR,1250.0
Kharghar,Apartment,Unfurnished,926,3,3,1,34,Navi Mumbai,66.68
Bandra East,Apartment,Semi-Furnished,709,2,2,0,7,Mumbai,275.1
Worli,Apartment,Semi-Furnished,1437,4,4,0,6,Mumbai,1316.76
Badlapur,Apartment,Fully Furnished,626,2,2,3,3,Thane,25.94
Nerul,Apartment,Fully Furnished,622,2,2,3,32,Navi Mumbai,90.45
Parel,Apartment,Fully Furnished,737,2,2,2,10,Mumbai,252.15
Thane East,Apartment,Unfurnished,1222,4,4,2,5,Thane,99.26
Vile Parle East,Apartment,Unfurnished,837,3,3,0,38,Mumbai,180.23
Mira Road,Apartment,Fully Furnished,483,1,1,1,6,Mira-Bhayandar,39.69
Ulwe,Apartment,Unfurnished,314,1,1,3,2,Navi Mumbai,21.46
Naigaon,Apartment,Semi-Furnished,770,2,2,1,30,Vasai-Virar,37.01
Powai,Apartment,Fully Furnished,638,2,2,2,2,Mumbai,220.51
Ghansoli,Apartment,Unfurnished,1759,4,4,1,14,Navi Mumbai,138.09
Vile Parle West,Apartment,Unfurnished,1592,4,4,2,3,Mumbai,650.07
Malad East,Apartment,Unfurnished,409,1,1,1,29,Mumbai,46.47
Walkeshwar,Apartment,Unfurnished,1715,4,4,0,11,MMR,1349.25
Andheri East,Apartment,Unfurnished,1627,4,4,1,9,Mumbai,367.21
Andheri West,Apartment,Semi-Furnished,2989,5,5,1,8,Mumbai,945.63
Thane East,Apartment,Semi-Furnished,328,1,1,2,35,Thane,23.92
Bhayandar,Apartment,Fully Furnished,723,2,2,1,5,Mira-Bhayandar,59.56
Seawoods,Apartment,Unfurnished,907,3,3,2,7,Navi Mumbai,113.52
Ulwe,Apartment,Fully Furnished,471,1,1,1,6,Navi Mumbai,29.15
Vikhroli,Apartment,Fully Furnished,633,2,2,1,3,Mumbai,156.05
Kurla West,Apartment,Semi-Furnished,445,1,1,2,11,MMR,51.65
Andheri West,Apartment,Unfurnished,642,2,2,2,11,Mumbai,154.01
Mazgaon,Apartment,Unfurnished,638,2,2,3,3,MMR,175.04
Badlapur,Apartment,Unfurnished,1271,4,4,0,6,Thane,56.07
Sewri,Apartment,Semi-Furnished,732,3,3,0,25,MMR,214.14
Malabar Hill,Apartment,Unfurnished,1131,4,4,3,17,MMR,930.0
Manpada,Apartment,Unfurnished,1678,4,4,1,11,MMR,148.05
Andheri West,Apartment,Semi-Furnished,880,3,3,1,6,Mumbai,287.28
Kopar Khairane,Apartment,Semi-Furnished,2323,5,5,3,7,MMR,163.39
Matunga,Apartment,Unfurnished,1098,4,4,1,11,MMR,289.11
Vikhroli,Apartment,Semi-Furnished,584,2,2,2,10,Mumbai,112.36
Santacruz West,Apartment,Unfurnished,413,1,1,1,8,Mumbai,202.5
Dadar West,Apartment,Semi-Furnished,893,3,3,1,9,MMR,257.76
Virar,Apartment,Unfurnished,481,1,1,2,5,Vasai-Virar,22.22
Bandra West,Apartment,Unfurnished,1154,3,3,1,5,Mumbai,820.73
Badlapur,Apartment,Unfurnished,919,3,3,2,10,Thane,37.74
Lokhandwala,Apartment,Fully Furnished,387,1,1,1,6,MMR,122.44
Goregaon West,Apartment,Unfurnished,388,1,1,1,9,Mumbai,97.19
Worli,Apartment,Unfurnished,992,3,3,1,11,Mumbai,764.41
Kanjurmarg,Apartment,Unfurnished,405,1,1,1,13,MMR,65.01
Ghodbunder Road,Apartment,Fully Furnished,456,1,1,1,9,MMR,24.35
Ghatkopar West,Apartment,Fully Furnished,636,2,2,3,2,Mumbai,157.41
Goregaon West,Apartment,Semi-Furnished,542,2,2,2,2,Mumbai,109.24
Mira Road,Apartment,Semi-Furnished,1110,3,3,1,9,Mira-Bhayandar,100.01
Sewri,Apartment,Unfurnished,498,2,2,2,32,MMR,139.17
Matunga,Apartment,Unfurnished,694,2,2,1,11,MMR,173.21
Matunga,Apartment,Semi-Furnished,842,3,3,2,24,MMR,203.71
Seawoods,Apartment,Unfurnished,531,2,2,3,11,Navi Mumbai,77.45
Thane East,Apartment,Semi-Furnished,509,1,1,0,29,Thane,42.27
Kalyan,Apartment,Fully Furnished,735,2,2,1,12,Thane,40.6
Sanpada,Apartment,Unfurnished,1040,3,3,2,40,Navi Mumbai,108.97
Nariman Point,Apartment,Semi-Furnished,414,1,1,2,21,MMR,238.6
Malad West,Apartment,Unfurnished,1762,4,4,1,14,Mumbai,316.79
Nariman Point,Apartment,Unfurnished,724,2,2,1,3,MMR,492.09
Virar,Apartment,Semi-Furnished,732,2,2,2,28,Vasai-Virar,36.39
Wadala,Apartment,Fully Furnished,726,2,2,0,37,Mumbai,212.69
Bkc (Bandra-Kurla),Apartment,Unfurnished,1648,4,4,1,10,MMR,1144.07
Kurla West,Apartment,Unfurnished,677,2,2,2,5,MMR,185.27
Ghodbunder Road,Apartment,Fully Furnished,547,2,2,2,10,MMR,61.12
Ghodbunder Road,Apartment,Fully Furnished,520,2,2,2,2,MMR,49.6
Ambernath,Apartment,Semi-Furnished,1198,3,3,2,11,Thane,49.29
Mazgaon,Apartment,Semi-Furnished,576,2,2,2,9,MMR,158.32
Andheri East,Apartment,Semi-Furnished,776,3,3,1,3,Mumbai,168.52
Virar,Apartment,Unfurnished,1618,4,4,1,8,Vasai-Virar,78.25
Khar West,Apartment,Unfurnished,1295,4,4,1,5,MMR,581.67
Vikhroli,Apartment,Unfurnished,465,1,1,1,21,Mumbai,95.05
Bkc (Bandra-Kurla),Apartment,Fully Furnished,682,2,2,2,35,MMR,561.06
Mazgaon,Apartment,Semi-Furnished,697,3,3,1,33,MMR,194.89
Sewri,Apartment,Unfurnished,974,3,3,0,20,MMR,268.68
Santacruz East,Apartment,Unfurnished,447,2,2,1,25,Mumbai,94.07
Wadala,Apartment,Semi-Furnished,1716,4,4,2,40,Mumbai,536.15
Vikhroli,Apartment,Semi-Furnished,717,2,2,2,31,Mumbai,122.92
Mazgaon,Apartment,Semi-Furnished,1543,4,4,1,36,MMR,415.46
Ulwe,Apartment,Fully Furnished,891,3,3,1,14,Navi Mumbai,64.15
Vasai,Apartment,Unfurnished,1517,4,4,2,31,Vasai-Virar,65.97
Parel,Apartment,Unfurnished,434,1,1,3,17,Mumbai,158.03
Andheri East,Apartment,Unfurnished,658,2,2,3,10,Mumbai,212.35
Airoli,Apartment,Semi-Furnished,419,1,1,1,4,Navi Mumbai,35.42
Nala Sopara,Apartment,Fully Furnished,1959,4,4,1,13,Vasai-Virar,109.36
Vikhroli,Apartment,Unfurnished,459,1,1,1,39,Mumbai,86.08
Manpada,Apartment,Semi-Furnished,361,1,1,1,24,MMR,32.61
Walkeshwar,Apartment,Semi-Furnished,1513,4,4,2,32,MMR,1044.64
Sewri,Apartment,Semi-Furnished,1033,3,3,1,2,MMR,315.36
Taloja,Apartment,Unfurnished,466,1,1,2,14,Navi Mumbai,26.5
Dadar West,Apartment,Unfurnished,905,3,3,1,2,MMR,348.29
Kandivali East,Apartment,Fully Furnished,445,1,1,1,34,Mumbai,70.94
Thane East,Apartment,Unfurnished,1046,3,3,1,9,Thane,109.73
Vile Parle East,Apartment,Fully Furnished,938,3,3,3,18,Mumbai,305.46
Dombivli,Apartment,Fully Furnished,3096,5,5,1,21,Thane,170.91
Ulwe,Apartment,Semi-Furnished,1421,4,4,3,9,Navi Mumbai,81.4
Chembur,Apartment,Semi-Furnished,860,3,3,2,40,Mumbai,81.01
Ghansoli,Apartment,Unfurnished,754,3,3,1,4,Navi Mumbai,46.38
Seawoods,Apartment,Unfurnished,645,2,2,2,6,Navi Mumbai,75.28
Cuffe Parade,Apartment,Unfurnished,539,2,2,1,24,MMR,435.91
Parel,Apartment,Semi-Furnished,497,2,2,0,2,Mumbai,231.8
Nala Sopara,Apartment,Fully Furnished,740,2,2,1,15,Vasai-Virar,31.51
Airoli,Apartment,Semi-Furnished,678,3,3,2,9,Navi Mumbai,68.24
Nerul,Apartment,Fully Furnished,493,2,2,2,17,Navi Mumbai,70.52
Ghatkopar West,Apartment,Fully Furnished,713,2,2,1,8,Mumbai,220.63
Mira Road,Apartment,Fully Furnished,2008,5,5,2,7,Mira-Bhayandar,178.11
Seawoods,Apartment,Semi-Furnished,1408,4,4,1,38,Navi Mumbai,176.84
Andheri West,Apartment,Fully Furnished,825,2,2,2,18,Mumbai,255.38
Worli,Apartment,Semi-Furnished,892,3,3,2,25,Mumbai,611.09
Powai,Apartment,Unfurnished,928,3,3,1,22,Mumbai,248.48
Mazgaon,Apartment,Unfurnished,511,2,2,2,9,MMR,180.48
Thane West,Apartment,Unfurnished,603,2,2,0,10,Thane,63.9
Ghatkopar East,Apartment,Semi-Furnished,874,3,3,0,8,Mumbai,129.51
Bhayandar,Apartment,Fully Furnished,377,1,1,1,26,Mira-Bhayandar,23.65
Goregaon East,Apartment,Semi-Furnished,590,2,2,1,6,Mumbai,82.11
Bandra East,Apartment,Unfurnished,431,1,1,2,12,Mumbai,124.43
Mumbra,Apartment,Fully Furnished,496,2,2,3,11,Thane,32.94
Ulwe,Apartment,Unfurnished,705,2,2,2,3,Navi Mumbai,47.21
Borivali West,Apartment,Unfurnished,2576,5,5,1,21,Mumbai,424.86
Ghatkopar East,Apartment,Semi-Furnished,790,3,3,1,36,Mumbai,173.05
Goregaon West,Apartment,Unfurnished,489,2,2,1,15,Mumbai,103.51
Nariman Point,Apartment,Semi-Furnished,664,2,2,1,9,MMR,477.28
Prabhadevi,Apartment,Semi-Furnished,985,3,3,1,34,Mumbai,471.08
Colaba,Apartment,Semi-Furnished,975,3,3,0,8,MMR,518.83
Versova,Apartment,Unfurnished,1021,3,3,1,12,MMR,317.08
Versova,Apartment,Semi-Furnished,339,1,1,0,38,MMR,95.61
Sanpada,Apartment,Semi-Furnished,446,1,1,1,17,Navi Mumbai,43.81
Ulwe,Apartment,Semi-Furnished,1257,4,4,1,23,Navi Mumbai,43.71
Borivali East,Apartment,Fully Furnished,1994,4,4,3,33,Mumbai,280.05
Vile Parle West,Apartment,Unfurnished,1147,3,3,1,8,Mumbai,531.32
Lower Parel,Apartment,Semi-Furnished,1011,3,3,1,7,Mumbai,550.82
Naigaon,Apartment,Unfurnished,919,3,3,1,15,Vasai-Virar,31.97
Juhu,Apartment,Fully Furnished,1135,4,4,2,5,Mumbai,504.02
Kalyan,Apartment,Unfurnished,570,2,2,2,20,Thane,29.45
Bhayandar,Apartment,Unfurnished,935,3,3,1,8,Mira-Bhayandar,81.64
Powai,Apartment,Unfurnished,631,2,2,3,20,Mumbai,127.35
Kharghar,Apartment,Unfurnished,914,3,3,2,18,Navi Mumbai,96.13
Taloja,Apartment,Unfurnished,690,2,2,1,8,Navi Mumbai,34.42
Kurla West,Apartment,Unfurnished,472,1,1,1,9,MMR,110.27
Walkeshwar,Apartment,Unfurnished,715,2,2,2,2,MMR,553.98
Ghatkopar East,Apartment,Unfurnished,725,2,2,2,2,Mumbai,105.44
Mazgaon,Apartment,Semi-Furnished,2673,5,5,1,6,MMR,992.48
Thane East,Apartment,Fully Furnished,606,2,2,0,6,Thane,47.81
Ghodbunder Road,Apartment,Semi-Furnished,2873,5,5,1,12,MMR,286.72
Vile Parle West,Apartment,Unfurnished,805,3,3,1,4,Mumbai,272.18
Bhandup,Apartment,Semi-Furnished,650,2,2,1,3,Mumbai,131.79
Thane East,Apartment,Semi-Furnished,603,2,2,1,5,Thane,62.98
Panvel,Apartment,Unfurnished,426,1,1,1,5,Navi Mumbai,22.32
Airoli,Apartment,Fully Furnished,368,1,1,1,38,Navi Mumbai,34.63
Oshiwara,Apartment,Semi-Furnished,510,2,2,2,7,MMR,103.67
Bhandup,Apartment,Unfurnished,703,2,2,1,26,Mumbai,91.67
Oshiwara,Apartment,Semi-Furnished,1030,3,3,2,7,MMR,374.81
Dahisar,Apartment,Semi-Furnished,701,2,2,1,10,Mumbai,88.53
Mulund East,Apartment,Fully Furnished,752,2,2,3,3,Mumbai,110.13
Prabhadevi,Apartment,Unfurnished,859,3,3,1,17,Mumbai,575.98
Sewri,Apartment,Semi-Furnished,1171,3,3,1,36,MMR,332.64
Walkeshwar,Apartment,Unfurnished,907,3,3,2,9,MMR,662.31
Matunga,Apartment,Semi-Furnished,2995,5,5,1,16,MMR,893.79
Lokhandwala,Apartment,Semi-Furnished,675,2,2,3,40,MMR,184.99
Malad West,Apartment,Unfurnished,1408,4,4,0,5,Mumbai,200.85
Matunga,Apartment,Fully Furnished,814,2,2,1,4,MMR,314.56
Ghodbunder Road,Apartment,Unfurnished,749,2,2,1,2,MMR,66.85
Pedder Road,Apartment,Semi-Furnished,1055,3,3,2,22,MMR,630.1
Cuffe Parade,Apartment,Fully Furnished,2627,5,5,2,36,MMR,1835.88
Airoli,Apartment,Fully Furnished,650,2,2,0,6,Navi Mumbai,63.87
Tardeo,Apartment,Unfurnished,579,2,2,1,20,MMR,268.03
Ghansoli,Apartment,Fully Furnished,939,3,3,3,7,Navi Mumbai,69.71
Prabhadevi,Apartment,Semi-Furnished,607,2,2,0,9,Mumbai,487.01
Virar,Apartment,Fully Furnished,1155,4,4,2,6,Vasai-Virar,71.6
Kalyan,Apartment,Unfurnished,654,2,2,2,22,Thane,23.09
Kharghar,Apartment,Unfurnished,1009,3,3,1,10,Navi Mumbai,96.4
Cuffe Parade,Apartment,Unfurnished,2615,5,5,2,8,MMR,2055.9
Kharghar,Apartment,Unfurnished,470,1,1,2,16,Navi Mumbai,44.87
Kalwa,Apartment,Semi-Furnished,1077,3,3,0,2,Thane,80.02
Thane West,Apartment,Unfurnished,493,2,2,1,10,Thane,54.98
Nariman Point,Apartment,Fully Furnished,642,2,2,3,38,MMR,325.79
Ghodbunder Road,Apartment,Unfurnished,376,1,1,1,8,MMR,26.84
Mulund West,Apartment,Unfurnished,569,2,2,3,6,Mumbai,95.46
Breach Candy,Apartment,Unfurnished,1790,4,4,1,35,MMR,1336.45
Tardeo,Apartment,Unfurnished,665,2,2,1,17,MMR,397.38
Ulwe,Apartment,Unfurnished,2202,5,5,0,3,Navi Mumbai,78.25
Dadar West,Apartment,Semi-Furnished,562,2,2,0,21,MMR,221.61
Thane West,Apartment,Semi-Furnished,598,2,2,3,9,Thane,76.8
Kalwa,Apartment,Unfurnished,449,1,1,1,8,Thane,27.7
Juhu,Apartment,Semi-Furnished,1355,4,4,3,7,Mumbai,831.56
Powai,Apartment,Unfurnished,476,1,1,1,7,Mumbai,119.53
Santacruz East,Apartment,Fully Furnished,2337,5,5,1,12,Mumbai,814.02
Parel,Apartment,Semi-Furnished,655,2,2,1,18,Mumbai,224.22
Ambernath,Apartment,Unfurnished,626,2,2,1,37,Thane,28.94
Bkc (Bandra-Kurla),Apartment,Unfurnished,1906,4,4,1,16,MMR,1462.26
Matunga,Apartment,Unfurnished,372,1,1,1,6,MMR,87.98
Taloja,Apartment,Semi-Furnished,1025,3,3,1,6,Navi Mumbai,74.67
Kurla West,Apartment,Unfurnished,979,3,3,1,5,MMR,176.45
Thane West,Apartment,Unfurnished,2660,5,5,2,27,Thane,356.3
Vile Parle West,Apartment,Unfurnished,659,2,2,0,4,Mumbai,331.76
Lower Parel,Apartment,Fully Furnished,533,2,2,1,22,Mumbai,216.77
Dadar West,Apartment,Unfurnished,487,2,2,2,31,MMR,212.55
Ghatkopar West,Apartment,Unfurnished,874,3,3,2,8,Mumbai,147.83
Mahalaxmi,Apartment,Semi-Furnished,670,2,2,2,7,MMR,469.66
Malabar Hill,Apartment,Unfurnished,505,2,2,3,2,MMR,484.01
Nerul,Apartment,Fully Furnished,651,2,2,2,4,Navi Mumbai,88.35
Kurla East,Apartment,Unfurnished,716,2,2,2,21,MMR,96.1
Borivali West,Apartment,Unfurnished,1784,4,4,1,16,Mumbai,253.64
Dahisar,Apartment,Semi-Furnished,774,3,3,1,22,Mumbai,86.69
Malabar Hill,Apartment,Unfurnished,1159,4,4,2,5,MMR,756.9
Kalwa,Apartment,Semi-Furnished,1416,4,4,1,3,Thane,57.84
Taloja,Apartment,Semi-Furnished,1708,4,4,1,9,Navi Mumbai,104.92
Vile Parle East,Apartment,Fully Furnished,676,2,2,3,5,Mumbai,217.53
Parel,Apartment,Unfurnished,596,2,2,0,2,Mumbai,231.61
Ulwe,Apartment,Semi-Furnished,2732,5,5,2,9,Navi Mumbai,195.79
Manpada,Apartment,Fully Furnished,1701,4,4,1,9,MMR,118.22
Kandivali East,Apartment,Unfurnished,1350,4,4,1,6,Mumbai,185.76
Kurla East,Apartment,Fully Furnished,755,2,2,2,16,MMR,153.12
Kopar Khairane,Apartment,Unfurnished,1199,4,4,3,6,MMR,123.91
Powai,Apartment,Unfurnished,897,3,3,3,39,Mumbai,205.52
Kandivali East,Apartment,Unfurnished,412,1,1,2,11,Mumbai,30.63
Vasai,Apartment,Unfurnished,666,2,2,2,7,Vasai-Virar,31.65
